"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.0355982163101806,0.830428316478287,0.682547070023271,0.761279127416956,0.690938745922436,0.504283164782867,0.0851095377543834,1,1,521.83,521.83,0
"2",0.210792835008692,0.728911362284355,0.820181933573091,0.676871591472484,0.692606016672708,0.695716835217133,0.299810950068577,2,1,325.46,325.46,0
"3",0.276774242309727,0.769066032123736,0.657118679923842,0.6398116013882,0.717433852845234,0.794336704342653,0.0851095377543834,3,1,533.82,533.82,0
"4",0.341470788300204,0.78982748364069,0.745504548339327,0.632126921170055,0.704965567234505,0.869208804283165,0.266894020832561,4,1,505.18,505.18,0
"5",0.218325649358829,0.866736069799723,0.917763204287427,0.84287721037845,0.831533164189924,0.750600832837597,0.164955332320125,5,3,148.47,49.49,0
"6",0.719031063411685,0.925520523497918,0.954918552993442,0.458911750123946,0.917306995288148,0.958256989886972,0.205712273418097,6,2,171.61,85.805,0
"7",0.148514851485149,0.851279000594884,0.924011000634652,0.812469013386217,0.817216382747372,0.668387864366448,0.235793453682767,7,1,122.19,122.19,0
"8",0.365958733277908,0.827795954788816,0.895663211339116,0.720190877540902,0.801286698079014,0.766133254015467,0.351466063683879,8,2,251.9,125.95,0
"9",0.322273448718918,0.790660321237359,0.789083985614555,0.622087258304413,0.719427328742298,0.885639500297442,0.25336397672091,9,1,505.18,505.18,0
"10",0.488776358551886,0.884830458060678,0.935942458218743,0.613163113534953,0.890467560710402,0.937287328970851,0.241687363309486,10,1,124.7,124.7,0
"11",0.215554379865467,0.761897679952409,0.881743177491009,0.686911254338126,0.721565784704603,0.617394408090422,0.233791748526523,11,1,188.79,188.79,0
"12",0.562807044063185,0.812001784651993,0.828093928495875,0.706866633614279,0.80286335628851,0.83150505651398,0.654075694109797,12,2,217.8,108.9,0
"13",0.535636006348726,0.788013087447948,0.808483181722022,0.490951908775409,0.714987314244291,0.749268292682927,0.277328835674834,13,2,201.15,100.575,0
"14",0.747033481974152,0.890362879238549,0.936111698751851,0.475334655428855,0.896919173613628,0.962558001189768,0.314378915372354,14,1,411.49,411.49,0
"15",0.137404580152672,0.457882212968471,0.324264861434313,0.569162121963312,0.368611815875317,0.846234384295063,0.347629462134411,15,1,83.43,83.43,0
"16",0.0448945657924571,0.742653182629387,0.619166490374445,0.686911254338126,0.608118883653498,0.700511600237954,1,16,1,124.7,124.7,0
"17",0.374952762451818,0.825252825698989,0.84573725407235,0.56717897868121,0.743783979702791,0.759131469363474,0.774548689624495,17,1,37.73,37.73,0
"18",0.463154712417807,0.720464009518144,0.638163740215782,0.652949925632127,0.688256614715477,0.79279000594884,0.443711309634133,18,1,123.92,123.92,0
"19",0.00733126747789283,0.768411659726353,0.576940977364079,0.74281110560238,0.603624501631026,0.58301011302796,0.355784557215406,19,1,83.43,83.43,0
"20",0.929030307610914,0.784488399762046,0.79382272054157,0.379152206246901,0.711997100398695,0.963355145746579,0.372836119657486,20,2,298.5,149.25,0
"21",0.332098858740836,0.76481261154075,0.618362597842183,0.914229053049083,0.709351214208046,0.704318857822725,0.473625681135782,21,1,425.17,425.17,0
"22",0.0179880583478195,0.706067816775729,0.532938438756082,0.734010907288052,0.565241029358463,0.614289113622844,0.142899506987434,22,1,280.81,280.81,0
